Time,Operation,Status,Latitude,Longitude,Altitude,Heading,Speed,Intent deviation,Intent altitude,Intent speed,Deconfliction Level
1726158754,UAS0-rodolphe02,None,51.4706814,-0.4501298,250,14.23,15,-150,150,13,0
1726158754,CRA16-RODOLPHE02,None,51.4643964,-0.448325081,250.2463054,329.8757381,68.25447255,0,250,68,0
1726158754,BAW820  -rodolphe02,None,51.50045519,-0.61840613,3571.614122,297.77,255.4432348,0,2844.881773,247.9004666,None
1726158754,EIN161  -rodolphe02,None,51.47715367,-0.526345322,2472.46798,269.32,168.0209953,0,2019.068966,153.0326594,None
1726158760,SHT5X   -rodolphe02,None,51.4653,-0.3255,1493.551724,269.64,160.0116641,0,1493.551724,160.0116641,None
1726158760,TAP1361 -rodolphe02,None,51.4777,-0.4879,943.0098522,270,163.0054432,0,943.0098522,163.0054432,None
1726158760,RYR12PF -rodolphe02,None,51.4386,-0.3458,16483.30542,24.02,302.1967341,0,16483.30542,302.1967341,None
1726158760,BEL7AH  -rodolphe02,None,51.4651,-0.3993,642.7142857,269.58,136.0225505,0,642.7142857,136.0225505,None
1726158760,EXS6UP  -rodolphe02,None,51.501,-0.3186,29696.31034,100.36,461.566874,0,29696.31034,461.566874,None
1726158760,BAW554R -rodolphe02,None,51.46104553,-0.617759264,3398.37931,245.54,256.0069984,0,3398.37931,256.0069984,None
1726158760,SHT19A  -rodolphe02,None,51.4653,-0.3163,1643.699507,270.37,155.0155521,0,1643.699507,155.0155521,None
1726158760,AAL107  -rodolphe02,None,51.4723,-0.5595,2844.881773,253.93,184.214619,0,2844.881773,184.214619,None
1726158760,VIR301  -rodolphe02,None,51.465,-0.4294,267.3448276,269.62,152.0217729,0,267.3448276,152.0217729,None
1726158760,UAS0-rodolphe02,RA,51.4705338,-0.4496126,250,7.34,19,-150,150,9.5,2
1726158760,CRA16-RODOLPHE02,TA,51.46576192,-0.449596978,250.2463054,329.8747106,68.25447255,0,350,68,1
1726158760,EIN161  -rodolphe02,None,51.4767,-0.5319,2619.660099,262.41,181.6096423,0,2019.068966,153.0326594,None
1726158760,BAW820  -rodolphe02,None,51.50045519,-0.61840613,3571.614122,297.77,255.4432348,0,2844.881773,247.9004666,None
